image_name,u_floorplan,v_floorplan,heading_deg,source,source_image_path
frame_000465.jpg,1841.436056,1321.187054,,existing,
frame_000466.jpg,1832.093945,1308.083035,,existing,
frame_000467.jpg,1822.784235,1290.498870,,existing,
frame_000468.jpg,1814.492375,1277.009715,,existing,
frame_000469.jpg,1803.661295,1262.937753,,existing,
frame_000470.jpg,1796.038810,1249.020201,,existing,
frame_000471.jpg,1792.622067,1230.881860,,existing,
frame_000472.jpg,1795.266980,1209.743432,,existing,
frame_000473.jpg,1797.926568,1192.275121,,existing,
frame_000474.jpg,1800.158119,1174.372233,,existing,
frame_000475.jpg,1802.643200,1160.421361,,existing,
frame_000476.jpg,1809.605698,1142.969451,,existing,
frame_000477.jpg,1816.290798,1124.243241,,existing,
frame_000478.jpg,1821.286393,1105.982313,,existing,
frame_000479.jpg,1827.857731,1085.429102,,existing,
frame_000480.jpg,1834.532264,1069.294077,,existing,
frame_000481.jpg,1847.286239,1052.766858,,existing,
frame_000482.jpg,1854.119336,1036.670697,,existing,
frame_000483.jpg,1859.344203,1016.111834,,existing,
frame_000484.jpg,1866.570269,999.708767,,existing,
frame_000485.jpg,1873.847588,985.758950,,existing,
frame_000486.jpg,1877.990773,968.027521,,existing,
frame_000487.jpg,1878.889300,951.069586,,existing,
frame_000488.jpg,1874.435673,935.015280,,existing,
frame_000489.jpg,1869.665936,919.381380,,existing,
frame_000490.jpg,1862.313759,902.100287,,existing,
frame_000491.jpg,1851.233571,886.523933,,existing,
frame_000492.jpg,1841.082647,873.688996,,existing,
frame_000493.jpg,1829.933841,858.415520,,existing,
frame_000494.jpg,1821.784694,844.717189,,existing,
frame_000495.jpg,1810.757861,831.233444,,existing,
frame_000496.jpg,1800.331842,819.399171,,existing,
frame_000497.jpg,1792.158044,804.239147,,existing,
frame_000498.jpg,1789.885234,785.213282,,existing,
frame_000499.jpg,1791.725046,766.522484,,existing,
frame_000500.jpg,1793.515276,746.372507,,existing,
frame_000501.jpg,1796.393788,731.621757,,existing,
frame_000502.jpg,1801.427367,714.805410,,existing,
frame_000503.jpg,1807.941608,698.538124,,existing,
frame_000504.jpg,1814.236699,679.244783,,existing,
frame_000505.jpg,1819.970023,659.759579,,existing,
frame_000506.jpg,1827.080847,643.803869,,existing,
frame_000507.jpg,1836.957139,625.987026,,existing,
frame_000508.jpg,1843.828645,609.263276,,existing,
frame_000509.jpg,1848.279901,589.756573,,existing,
frame_000510.jpg,1853.733530,571.097002,,existing,
frame_000511.jpg,1860.206208,555.025572,,existing,
frame_000512.jpg,1864.089689,536.085809,,existing,
frame_000513.jpg,1864.006878,520.810906,,existing,
frame_000514.jpg,1861.049054,505.836789,,existing,
frame_000515.jpg,1857.905453,491.806372,,existing,
frame_000516.jpg,1851.481982,478.172554,,existing,
